ID,Borrower Lat,Borrower Lng,Lender Lat,Lender Lng
1375,51.63,-0.13,51.527,-0.091
1376,51.551,-0.075,51.554,-0.114
1377,51.51,-0.633,51.43,-0.093
1378,51.494,-0.144,51.447,-0.149
1379,51.417,-0.051,51.463,-0.107
1380,51.51,-0.633,51.43,-0.093
1381,51.5,-0.07,51.537,-0.103
1382,18.662,-68.42,51.532,-0.096
1383,51.51,-0.633,51.43,-0.093
1384,54.283,-0.416,52.966,-2.817
1385,51.572,0.0934,51.378,-0.28
1386,51.549,-0.072,51.583,-0.034
1387,51.479,-0.111,51.432,-0.157
1388,51.53,0.1219,40.71,-74
1389,51.537,-0.084,51.498,-0.021
1390,51.525,-0.082,51.537,-0.206
1391,51.46,-0.114,51.544,-0.129
1392,51.488,-0.222,50.104,14.449
1393,51.515,-0.175,51.527,-0.091
1394,51.58,0.0295,51.469,-0.067
1395,51.58,0.0295,51.547,-0.006
1396,51.443,-0.061,51.507,-0.126
1397,51.512,-0.124,51.378,-0.28
1398,51.509,-0.332,51.537,-0.206
1399,51.503,-0.017,51.587,-0.058
1400,51.504,-0.129,51.539,0.0291
1401,51.504,-0.129,42.955,9.4486
1402,51.405,-0.016,28.624,77.218
1403,51.523,-0.076,51.498,-0.021
1404,51.405,-0.016,51.527,-0.091
1405,51.537,-0.056,51.531,-0.089
1406,51.417,-0.051,51.487,-0.097
1407,51.525,-0.082,51.487,-0.147
1408,51.564,-0.082,51.505,-0.135
1409,51.417,-0.051,51.487,-0.097
1410,51.57,-0.129,51.598,-0.102
1411,51.525,-0.093,51.532,-0.096
1412,51.547,-0.098,51.509,-0.145
1413,51.547,-0.098,51.509,-0.145
1414,51.369,-0.294,51.62,-0.079
1415,52.388,13.52,51.525,-0.129
1416,51.53,-0.125,51.54,0.0029
1417,51.499,-0.078,51.519,-0.042
1418,51.522,-0.46,40.757,-73.97
1419,51.403,-0.303,51.526,-0.098
1420,51.524,-0.341,51.509,-0.145
1421,51.53,-0.124,51.519,-0.125
1422,51.455,-0.181,51.504,-0.105
1423,51.511,0.0056,51.527,-0.091
1424,51.508,-0.234,51.538,-0.142
1425,51.508,-0.234,51.483,-0.048
1426,51.508,-0.234,51.523,-0.045
1427,51.988,-0.989,51.378,-0.28
1428,51.576,-0.202,51.532,-0.096
1429,51.988,-0.989,51.378,-0.28
1430,51.392,-0.134,51.513,-0.228
1431,51.392,-0.134,51.513,-0.228
1432,51.545,-0.036,51.52,-0.134
1433,51.483,-0.011,51.519,-0.042
1434,51.51,-0.633,51.545,-0.075
1435,51.537,-0.076,51.452,0.0157
1436,51.537,-0.076,51.536,-0.071
1437,51.477,-0.143,51.527,-0.091
1438,51.514,-0.123,51.509,-0.145
1439,51.492,-0.065,51.514,-0.109
1440,51.584,-0.094,51.593,-0.063
1441,51.485,0.0059,51.523,-0.045
1442,51.56,-0.056,51.556,-0.138
1443,51.472,-0.02,51.469,-0.076
1444,51.519,0.2019,51.504,-0.058
1445,51.541,-0.088,51.544,-0.155
1446,51.44,-0.021,51.467,-0.06
1447,43.694,6.9783,51.52,-0.101
1448,51.422,-0.162,51.418,-0.198
1449,51.545,-0.212,51.487,-0.097
1450,51.462,-0.13,51.462,-0.105
1451,51.541,-0.088,51.543,-0.14
1452,51.504,-0.223,51.494,-0.224
1453,51.588,-0.059,51.488,-0.222
1454,51.528,-0.09,51.524,-0.094
1455,52.388,13.52,51.509,-0.145
1456,51.49,-0.163,51.52,-0.202
1457,51.51,-0.06,51.566,-0.056
1458,51.514,-0.123,51.509,-0.145
1459,51.514,-0.123,51.519,-0.125
1460,51.497,-0.102,51.473,-0.205
1461,51.477,-0.143,51.527,-0.091
1462,51.59,-0.093,51.534,-0.064
1463,51.582,-0.12,51.519,-0.042
1464,51.468,-0.198,51.477,-0.102
1465,51.525,-0.074,51.486,0.0657
1466,51.481,-0.044,51.52,-0.134
1467,18.662,-68.42,51.513,-0.029
1468,51.697,-0.431,51.498,-0.021
1469,51.525,-0.074,51.517,-0.071
1470,51.525,-0.074,51.534,-0.064
1471,51.522,-0.104,51.516,-0.132
1472,51.541,-0.354,51.518,-0.081
1473,51.461,-0.209,51.566,-0.009
1474,51.577,-0.319,51.556,-0.138
1475,51.475,-0.028,51.48,-0.014
1476,51.543,-0.133,53.522,-1.139
1477,51.438,-0.318,51.515,-0.057
1478,51.557,-0.074,51.378,-0.28
1479,51.495,0.0132,51.487,-0.092
1480,51.538,-0.152,51.555,-0.057
1481,51.538,-0.152,51.555,-0.057
1482,51.458,-0.972,51.547,-0.006
1483,51.538,-0.152,51.555,-0.057
1484,51.51,-0.06,51.566,-0.056
1485,51.513,-0.305,51.567,-0.122
1486,51.553,-0.069,51.534,-0.064
1487,18.662,-68.42,51.532,-0.096
1488,51.553,-0.069,51.534,-0.064
1489,51.462,-0.017,51.484,-0.033
1490,51.532,-0.096,51.509,-0.145
1491,51.527,0.1093,51.509,-0.145
1492,51.525,-0.026,51.526,0.0232
1493,52.312,4.7686,51.531,-0.032
1494,51.523,-0.014,52.966,-2.817
1495,51.524,-0.092,51.531,-0.105
1496,51.498,-0.208,51.535,-0.073
1497,51.475,-0.028,51.499,-0.023
1498,51.435,-0.033,51.509,-0.145
1499,51.551,-0.075,51.567,-0.115
1500,51.576,-0.371,51.555,-0.233
1501,51.44,-0.152,51.532,-0.096
1502,51.474,-0.195,51.498,-0.021
1503,51.485,-0.099,51.532,-0.096
1504,51.499,-0.077,51.478,-0.096
1505,51.546,-0.046,42.955,9.4486
1506,51.384,-0.195,51.557,-0.038
1507,51.384,-0.195,51.6,-0.009
1508,51.563,-0.068,51.531,-0.105
1509,51.552,0.0822,51.609,-0.176
1510,51.501,-0.112,51.495,0.0147
1511,51.517,-0.055,51.524,-0.083
1512,51.442,0.3711,51.526,-0.098
1513,51.576,-0.076,51.557,-0.098
1514,51.621,-0.021,51.541,-0.075
1515,51.621,-0.021,51.522,-0.112
1516,40.744,-73.98,51.62,-0.079
1517,51.532,-0.042,51.519,-0.042
1518,51.455,-0.3,51.461,-0.225
1519,51.566,-0.12,51.525,-0.083
1520,51.544,-0.047,51.527,-0.035
1521,51.555,-0.084,51.537,-0.206
1522,51.517,0.0584,51.52,-0.119
1523,51.532,-0.096,51.524,-0.034
1524,51.54,0.6693,51.519,-0.042
1525,51.458,-0.305,51.62,-0.079
1526,51.491,-0.2,51.487,-0.097
1527,51.588,-0.035,51.532,-0.096
1528,51.451,-0.14,51.463,-0.107
1529,51.538,-0.075,51.513,-0.115
1530,51.423,-0.153,51.472,-0.102
1531,51.514,-0.157,51.486,-0.14
1532,41.293,1.9978,51.527,-0.035
1533,51.514,-0.12,51.6,-0.009
1534,51.49,-0.179,51.528,-0.25
1535,51.51,-0.123,51.498,-0.021
1536,51.551,-0.065,51.515,-0.175
1537,51.734,-0.392,51.528,0.0268
1538,51.559,-0.121,51.556,-0.138
1539,51.481,-0.178,51.501,-0.179
1540,51.541,-0.088,51.535,-0.054
1541,51.499,-0.078,51.519,-0.042
1542,51.475,-0.335,51.499,-0.088
1543,51.541,-0.088,51.538,-0.084
1544,51.534,-0.106,52.966,-2.817
1545,51.555,-0.056,51.444,-0.206
1546,51.457,-0.126,52.217,-1.505
1547,51.552,-0.051,51.519,-0.042
1548,40.744,-73.98,51.565,-0.062
1549,51.521,-0.212,51.509,-0.145
1550,51.51,-0.039,48.869,2.359
1551,51.523,-0.076,51.553,0.056
1552,51.523,-0.076,51.498,-0.021
1553,51.461,-0.209,51.524,-0.133
1554,34.004,36.204,51.543,-0.122
1555,51.461,-0.209,51.566,-0.009
1556,40.744,-73.98,51.451,-0.186
1557,51.488,-0.144,51.545,-0.075
1558,51.54,0.007,51.519,-0.042
1559,51.54,0.007,51.519,-0.042
1560,51.508,-0.229,51.513,-0.232
1561,51.551,-0.072,51.561,-0.125
1562,51.42,-0.121,51.487,-0.06
1563,51.567,-0.115,51.57,-0.109
1564,51.541,-0.354,51.571,-0.123
1565,51.456,-0.02,51.535,-0.073
1566,51.541,-0.354,51.571,-0.123
1567,50.742,-1.881,51.609,-0.176
1568,18.662,-68.42,51.532,-0.096
1569,51.5,0.029,51.498,-0.021
1570,51.401,-0.212,51.533,-0.139
1571,51.513,-0.014,51.511,-0.055
1572,51.54,0.007,51.551,0.0251
1573,51.54,0.007,51.506,-0.218
1574,51.57,-0.129,51.598,-0.102
1575,51.556,0.0158,51.519,-0.042
1576,34.004,36.204,51.543,-0.122
1577,51.187,-0.806,51.57,-0.109
1578,51.518,-0.207,51.452,0.0157
1579,51.482,-0.017,51.544,0.0623
1580,51.488,-0.141,51.469,-0.11
1581,51.474,-0.195,51.498,-0.021
1582,51.488,-0.141,51.469,-0.11
1583,51.568,-0.076,51.424,-0.058
1584,51.567,-0.129,51.534,-0.064
1585,51.543,-0.188,51.424,-0.058
1586,51.487,0.0215,52.966,-2.817
1587,51.44,-0.021,51.526,-0.098
1588,51.44,-0.021,51.49,-0.163
1589,51.517,-0.133,51.519,-0.125
1590,51.549,-0.203,51.491,-0.093
1591,51.526,-0.098,53.54,-2.534
1592,51.54,0.007,51.519,-0.042
1593,51.54,0.007,51.519,-0.042
1594,51.54,0.007,51.519,-0.042
1595,51.241,-0.615,51.457,-0.118
1596,51.486,-0.137,51.504,-0.199
1597,51.54,0.007,51.523,-0.045
1598,51.524,-0.083,51.543,-0.054
1599,51.361,-0.091,51.509,-0.145
1600,51.55,-0.111,51.567,-0.115
1601,51.438,-0.055,51.477,-0.143
1602,51.56,-0.113,51.525,-0.129
1603,51.518,-0.092,51.572,-0.1
1604,51.515,-0.074,51.508,-0.251
1605,51.56,-0.113,51.532,-0.088
1606,51.566,-0.114,51.461,0.0078
1607,51.237,-0.169,51.509,-0.145
1608,51.503,-0.114,51.522,-0.078
1609,51.564,-0.061,51.556,0.0159
1610,51.477,-0.143,51.527,-0.091
1611,51.509,-0.138,51.469,-0.11
1612,51.519,-0.298,51.509,-0.145
1613,51.595,-0.251,51.532,-0.088
1614,51.518,-0.02,51.498,-0.021
1615,51.489,-0.139,51.512,-0.026
1616,34.004,36.204,51.543,-0.122
1617,51.542,-0.236,51.473,-0.205
1618,51.467,-0.066,51.541,-0.088
1619,51.528,-0.074,50.644,-2.47
1620,51.547,-0.132,51.515,-0.072
1621,51.536,-0.08,51.424,-0.058
1622,51.45,-0.098,51.442,-0.058
1623,51.547,-0.006,51.469,-0.067
1624,51.57,0.0008,-35.04,138.6
1625,51.534,-0.064,51.481,-0.084
1626,51.56,-0.056,51.498,-0.021
1627,51.547,-0.023,52.228,0.1413
1628,51.526,-0.105,51.542,-0.132
1629,51.524,-0.075,51.535,-0.054
1630,51.507,-0.297,51.546,-0.145
1631,51.465,-0.149,51.547,-0.143
1632,51.237,-0.169,52.039,-0.769
1633,51.555,-0.056,51.444,-0.206
1634,51.562,-0.098,51.543,-0.14
1635,51.561,-0.098,51.543,-0.14
1636,51.484,0.0958,51.536,0.0796
1637,51.541,-0.354,51.518,-0.081
1638,51.593,-0.267,51.536,-0.203
1639,51.509,-0.017,51.538,-0.084
1640,51.541,-0.088,51.456,-0.015
1641,51.364,-0.184,51.417,-0.179
1642,51.592,-0.025,51.544,0.0043
1643,51.512,-0.09,51.467,-0.06
1644,51.237,-0.169,52.039,-0.769
1645,51.237,-0.169,51.509,-0.145
1646,51.237,-0.169,51.509,-0.145
1647,51.237,-0.169,51.487,-0.097
1648,51.439,-0.2,51.464,-0.102
1649,53.669,-2.674,51.483,-0.117
1650,51.584,-0.094,51.593,-0.063
1651,51.635,-0.039,51.559,-0.051
1652,51.564,-0.128,51.534,-0.113
1653,51.583,-0.063,51.509,-0.08
1654,51.583,-0.063,51.509,-0.08
1655,51.583,-0.063,51.509,-0.08
1656,51.583,-0.063,51.509,-0.08
1657,51.583,-0.063,51.509,-0.08
1658,51.583,-0.063,51.509,-0.08
1659,51.568,-0.076,51.555,-0.074
1660,18.662,-68.42,51.509,-0.145
1661,51.527,-0.059,53.54,-2.534
1662,51.515,-0.175,51.527,-0.091
1663,51.592,-0.025,52.228,0.1413
1664,51.53,-0.085,51.523,-0.045
1665,51.541,-0.354,51.512,-0.046
1666,51.547,-0.006,51.534,-0.064
1667,51.547,-0.006,51.534,-0.064
1668,52.443,-2.015,51.547,-0.042
1669,51.514,-0.122,51.567,-0.002
1670,52.443,-2.015,51.547,-0.042
1671,51.592,-0.025,51.585,-0.027
1672,51.642,-3.235,51.525,0.0117
1673,51.463,-0.099,51.519,-0.125
1674,51.566,-0.114,51.537,-0.103
1675,51.563,-0.375,51.541,-0.075
1676,51.519,-0.105,51.52,-0.101
1677,51.427,-0.035,51.423,-0.062
1678,51.5,0.029,51.498,-0.021
1679,51.485,-0.185,51.23,6.726
1680,51.525,-0.082,51.424,-0.058
1681,51.509,-0.201,51.535,-0.054
1682,51.462,-0.216,51.488,-0.222
1683,51.352,-0.187,51.543,-0.14
1684,51.439,-0.127,51.424,-0.058
1685,51.453,-0.306,51.458,-0.19
1686,51.528,-0.074,50.644,-2.47
1687,51.524,-0.094,51.516,-0.13
1688,51.549,-0.128,51.532,-0.096
1689,51.532,-0.03,51.504,-0.058
1690,51.421,-0.082,51.506,-0.042
1691,51.541,-0.354,51.512,-0.046
1692,51.584,-0.094,51.571,-0.089
1693,51.572,-0.291,51.532,-0.03
1694,51.554,-0.067,51.572,-0.01
1695,51.541,-0.354,50.842,-0.93
1696,51.509,-0.017,51.532,-0.096
1697,6.5789,3.3216,51.595,-0.251
1698,51.533,0.0207,51.52,0.0155
1699,51.506,-0.192,51.509,-0.08
1700,52.924,-1.452,52.039,-0.769
1701,52.924,-1.452,52.039,-0.769
1702,51.405,-0.165,51.519,-0.125
1703,51.554,-0.068,51.535,-0.054
1704,51.748,-0.407,51.583,-0.034
1705,51.562,-0.098,51.543,-0.14
1706,51.562,-0.098,51.543,-0.14
1707,51.626,-0.139,51.549,-0.061
1708,51.46,-0.212,51.525,-0.083
1709,51.526,-0.035,51.529,-0.06
1710,51.499,-0.007,51.526,-0.05
1711,51.504,-0.245,51.524,-0.318
1712,51.522,-0.191,51.487,-0.092
1713,51.612,-0.074,51.537,-0.086
1714,51.573,-0.136,51.519,-0.125
1715,51.535,-0.123,51.528,-0.09
1716,53.06,-3.098,51.473,-0.205
1717,51.626,-0.102,51.566,-0.056
1718,51.626,-0.102,51.551,-0.041
1719,51.626,-0.102,51.551,-0.041
1720,51.519,-0.135,51.461,-0.203
1721,51.576,-0.224,51.516,-0.132
1722,51.488,-0.089,51.467,-0.06
1723,51.547,-0.207,51.47,-0.107
1724,51.475,-0.01,51.498,-0.021
1725,51.515,-0.071,51.424,-0.058
1726,51.525,-0.025,51.583,-0.062
1727,51.595,-0.09,51.536,-0.071
1728,51.525,-0.025,51.583,-0.062
1729,51.525,-0.109,51.519,-0.125
1730,51.524,-0.302,51.499,-0.088
1731,51.585,-0.079,51.542,-0.132
1732,51.536,-0.094,51.52,-0.101
1733,52.388,13.52,51.486,-0.224
1734,51.443,-0.151,51.418,-0.262
1735,51.519,-0.09,51.519,-0.042
1736,51.529,-0.112,51.554,-0.153
1737,51.46,-0.111,51.463,-0.107
1738,51.46,-0.111,51.463,-0.107
1739,51.46,-0.111,51.478,-0.096
1740,51.46,-0.111,51.478,-0.096
1741,51.454,-0.074,51.465,-0.038
1742,51.477,-0.148,51.523,-0.045
1743,34.004,36.204,51.585,-0.138
1744,48.068,20.74,51.547,-0.125
1745,53.663,-1.789,51.513,-0.232
1746,41.349,2.1148,53.54,-2.534
1747,51.356,-0.191,51.579,-0.003
1748,51.511,-0.113,51.507,-0.126
1749,51.461,-0.12,51.48,-0.002
1750,51.445,-0.137,51.444,-0.106
1751,51.421,-0.082,51.506,-0.042
1752,51.494,-0.061,51.449,-0.117
1753,51.511,-0.113,51.599,-0.248
1754,51.598,-0.142,51.486,0.0069
1755,51.401,-0.253,51.563,-0.094
1756,51.294,1.091,51.471,0.0527
1757,51.535,-0.333,51.509,-0.145
1758,51.451,-0.14,51.463,-0.107
1759,51.504,-0.341,51.485,-0.093
1760,51.525,-0.076,52.966,-2.817
1761,51.504,-0.017,51.463,-0.107
1762,51.556,-0.066,51.546,-0.029
1763,51.504,-0.017,51.512,-0.066
1764,51.515,-0.065,51.532,-0.096
1765,51.433,-0.114,51.488,-0.105
1766,51.599,-0.334,51.458,-0.08
1767,51.458,-0.053,51.536,-0.071
1768,51.523,-0.099,51.561,-0.205
1769,51.54,0.007,51.551,-0.041
1770,51.553,-0.069,51.516,-0.13
1771,51.564,0.012,51.424,-0.058
1772,41.293,1.9978,51.527,-0.035
1773,51.468,-0.038,51.483,-0.045
1774,51.532,-0.006,51.571,-0.089
1775,51.54,-0.208,42.955,9.4486
1776,51.532,-0.006,51.532,-0.105
1777,51.492,0.1315,51.512,-0.066
1778,51.515,-0.065,51.523,-0.045
1779,51.389,-0.046,51.509,-0.145
1780,51.518,-0.111,51.519,-0.042
1781,51.483,-0.099,51.571,-0.089
1782,51.484,-0.072,51.519,-0.32
1783,51.482,-0.025,51.544,-0.047
1784,51.588,-0.035,51.506,-0.063
1785,51.588,-0.035,51.506,-0.063
1786,51.53,-0.086,51.487,-0.097
1787,51.539,-0.15,51.461,-0.115
1788,51.603,-0.124,51.536,-0.094
1789,51.588,-0.059,51.556,-0.138
1790,51.546,-0.293,51.378,-0.28
1791,51.594,-0.067,51.527,-0.035
1792,51.503,-0.114,51.536,-0.071
1793,51.503,-0.114,51.536,-0.071
1794,51.503,-0.114,51.536,-0.071
1795,51.503,-0.114,51.536,-0.071
1796,51.594,-0.067,51.541,-0.064
1797,51.503,-0.114,51.536,-0.071
1798,50.935,-1.407,51.537,-0.103
1799,51.525,-0.13,51.527,-0.091
1800,51.594,-0.067,51.569,-0.001
1801,51.503,-0.114,51.536,-0.071
1802,51.503,-0.114,51.476,-0.037
1803,51.523,-0.099,51.561,-0.205
1804,51.504,-0.245,51.504,-0.25
1805,51.504,-0.245,51.504,-0.25
1806,51.42,-0.121,51.487,-0.06
1807,51.416,-0.194,50.661,-4.581
1808,51.697,-0.431,51.498,-0.021
1809,51.48,-0.253,51.463,-0.107
1810,51.522,-0.047,51.519,-0.068
1811,51.485,0.1686,53.48,-2.255
1812,51.506,-0.261,51.527,-0.081
1813,51.522,-0.191,51.525,-0.082
1814,51.542,-0.12,51.587,-0.124
1815,51.506,-0.261,51.53,-0.095
1816,51.535,-0.077,51.378,-0.28
1817,51.56,-0.074,51.495,-0.133
1818,51.479,-0.08,51.516,-0.13
1819,51.479,-0.08,51.516,-0.13
1820,51.479,-0.08,51.516,-0.13
1821,51.479,-0.08,51.516,-0.13
1822,51.531,-0.111,51.518,-0.081
1823,51.501,-0.112,51.463,-0.107
1824,51.501,-0.112,51.787,-0.786
1825,51.518,-0.169,51.534,-0.113
1826,51.427,-0.133,51.487,-0.097
1827,51.598,-0.142,51.62,-0.079
1828,50.893,-0.34,51.515,-0.057
1829,51.544,-0.029,51.591,0.0301
1830,51.455,-0.067,51.532,-0.096
1831,51.519,-0.168,51.567,-0.002
1832,51.612,0.0307,51.303,-0.296
1833,51.461,-0.067,51.536,-0.071
1834,51.461,-0.067,51.536,-0.071
1835,51.461,-0.067,51.536,-0.071
1836,51.461,-0.067,51.536,-0.071
1837,51.541,-0.088,51.53,-0.146
1838,51.541,-0.088,51.493,-0.048
1839,51.541,-0.088,51.452,0.0157
1840,51.442,-0.006,51.519,-0.125
1841,51.426,-0.152,51.487,-0.097
1842,51.526,-0.08,52.228,0.1413
1843,51.569,-0.374,51.513,-0.029
1844,51.545,-0.102,51.378,-0.28
1845,51.556,-0.066,51.645,-0.13
1846,51.477,-0.148,51.519,-0.042
1847,51.477,-0.148,51.519,-0.042
1848,51.477,-0.148,51.519,-0.042
1849,51.547,-0.005,51.486,0.0657
1850,51.523,-0.014,51.462,-0.216
1851,51.524,-0.073,51.545,-0.057
1852,51.413,-0.2,53.481,-2.233
1853,51.596,-0.06,51.583,-0.063
1854,51.565,0.0944,51.541,-0.064
1855,51.51,-0.136,51.507,-0.308
1856,51.5,0.0037,51.519,-0.042
1857,51.5,0.0037,51.519,-0.042
1858,51.519,-0.168,51.541,-0.088
1859,18.662,-68.42,51.532,-0.096
1860,51.449,-0.19,51.509,-0.145
1861,51.449,-0.19,51.509,-0.145
1862,51.615,-0.276,50.104,14.449
1863,52.094,-1.87,51.544,-0.077
1864,51.488,-0.228,51.54,-0.094
1865,51.545,0.0504,51.524,-0.034
1866,51.515,-0.316,51.514,-0.134
1867,51.529,-0.112,52.966,-2.817
1868,51.529,-0.112,51.519,-0.042
1869,51.488,-0.228,51.507,-0.284
1870,51.474,-0.195,51.498,-0.021
1871,51.594,-0.022,51.498,-0.021
1872,51.573,-0.291,51.516,-0.13
1873,51.558,-0.086,51.543,-0.122
1874,51.476,-0.19,51.458,-0.19
1875,51.506,-0.192,51.496,-0.08
1876,51.523,-0.076,51.498,-0.021
1877,51.47,-0.177,51.53,-0.146
1878,51.547,8.7,51.525,-0.083
1879,51.47,-0.177,51.518,-0.135
1880,51.52,-0.046,52.039,-0.769
1881,51.511,-0.308,51.486,-0.224
1882,51.521,-0.077,51.567,-0.122
1883,51.612,0.0307,51.527,-0.035
1884,51.504,-0.097,51.509,-0.145
1885,51.612,0.0307,51.57,0.014
1886,51.294,1.091,51.513,-0.115
1887,51.612,0.0307,51.518,-0.135
1888,51.493,-0.103,51.496,-0.104
1889,51.476,-0.19,51.467,-0.167
1890,51.558,-0.086,51.543,-0.122
1891,51.519,-0.135,51.442,-0.348
1892,51.554,-0.136,51.598,-0.102
1893,51.558,-0.098,51.583,-0.062
1894,51.583,-0.063,51.534,-0.064
1895,51.527,-0.081,51.532,-0.096
1896,51.583,-0.063,52.228,0.1413
1897,51.589,-0.108,51.57,-0.109
1898,51.461,-0.121,52.07,-0.627
1899,51.528,-0.09,51.524,-0.094
1900,51.453,-0.191,51.507,-0.126
1901,51.481,-0.178,51.501,-0.179
1902,51.5,-0.105,51.787,-0.786
1903,51.504,-0.047,51.497,-0.062
1904,51.503,-0.253,51.522,-0.2
1905,52.552,-0.316,51.489,-0.046
1906,51.112,-4.176,51.543,-0.122
1907,37.732,-122.4,51.498,-0.021
1908,51.507,-0.106,51.495,-0.059
1909,52.263,-0.755,51.571,-0.194
1910,51.535,0.0268,51.529,-0.03
1911,51.471,-0.366,51.561,-0.205
1912,51.595,-0.251,51.526,-0.098
1913,51.595,-0.251,51.526,-0.098
1914,51.392,-0.134,51.513,-0.228
1915,51.479,-0.17,51.53,-0.146
1916,51.55,0.0942,51.505,-0.221
1917,51.493,-0.044,51.496,-0.104
1918,51.504,-0.276,51.509,-0.145
1919,51.392,-0.134,51.513,-0.228
1920,53.272,-0.662,51.525,-0.129
1921,51.512,-0.026,51.483,-0.054
1922,51.512,-0.026,51.521,-0.087
1923,51.559,-0.125,51.487,-0.097
1924,51.593,-0.005,51.535,-0.073
1925,51.54,-0.075,51.559,-0.071
1926,51.475,-0.09,51.509,-0.145
1927,51.597,-0.011,48.869,2.359
1928,51.556,-0.066,51.555,-0.074
1929,51.564,-0.02,51.378,-0.28
1930,51.483,0.0351,51.532,-0.03
1931,51.524,-0.073,51.545,-0.057
1932,51.562,-0.059,51.561,-0.067
1933,51.511,0.0293,51.524,-0.054
1934,51.233,-0.174,51.546,-0.152
1935,51.233,-0.174,51.546,-0.152
1936,51.471,-0.461,51.528,-0.048
1937,51.523,-0.071,51.535,-0.054
1938,51.547,-0.143,51.525,-0.083
1939,51.571,-0.089,51.48,-0.019
1940,51.462,0.2229,51.514,-0.093
1941,51.591,-0.104,50.842,-0.93
1942,51.48,-0.253,51.463,-0.107
1943,51.511,-0.056,51.511,-0.056
1944,51.459,-0.065,51.501,-0.179
1945,51.571,-0.089,51.48,-0.019
1946,51.539,-0.116,51.487,-0.097
1947,51.539,-0.116,51.509,-0.145
1948,51.44,-0.189,51.487,-0.097
1949,51.496,0.0136,51.519,-0.042
1950,51.524,-0.107,51.518,-0.135
1951,51.466,-0.127,51.51,-0.136
1952,51.51,-0.304,51.541,-0.064
1953,51.651,-0.203,51.522,-0.112
1954,51.542,-0.004,51.509,-0.067
1955,51.651,-0.203,51.546,-0.152
1956,51.524,-0.107,51.458,0.0304
1957,51.515,-0.069,51.525,-0.082
1958,51.503,-0.437,51.524,-0.302
1959,51.51,-0.304,51.541,-0.064
1960,51.556,-0.076,51.378,-0.28
1961,51.569,-0.374,51.559,-0.071
1962,51.535,-0.231,51.57,-0.109
1963,51.48,-0.253,51.524,-0.318
1964,51.527,0.1093,51.509,-0.145
1965,51.444,-0.02,51.503,-0.083
1966,51.564,-0.014,51.509,-0.276
1967,51.522,-0.224,51.487,-0.097
1968,51.546,-0.038,51.509,-0.145
1969,51.546,-0.038,51.509,-0.145
1970,51.56,-0.069,51.424,-0.058
1971,51.47,-0.177,51.529,-0.112
1972,51.474,-0.036,51.445,0.0002
1973,51.528,-0.09,51.478,-0.011
1974,51.564,-0.02,51.378,-0.28
1975,51.512,-0.025,51.495,0.0124
1976,51.51,-0.304,51.55,-0.245
1977,51.523,-0.11,51.528,-0.188
1978,51.518,-0.111,51.496,-0.13
1979,50.893,-0.34,51.609,-0.176
1980,51.468,-0.198,51.483,-0.208
1981,51.541,-0.088,52.228,0.1413
1982,51.532,-0.096,51.452,0.0157
1983,45.833,8.8046,51.561,-0.205
1984,51.451,-0.005,51.458,0.0304
1985,51.523,-0.076,51.498,-0.021
1986,51.424,-0.116,45.944,6.4351
1987,51.559,0.067,51.515,-0.175
1988,34.004,36.204,51.48,-0.123
1989,51.494,-0.101,51.556,-0.138
1990,51.586,-0.129,51.543,-0.122
1991,51.528,-0.251,51.514,-0.096
1992,51.571,-0.089,51.502,-0.117
1993,50.893,-0.34,35.97,14.349
1994,51.447,-0.186,51.461,-0.203
1995,51.572,0.1708,51.378,-0.28
1996,51.352,-0.187,51.543,-0.14
1997,51.492,-0.266,51.507,-0.308
1998,51.531,0.0756,51.527,-0.035
1999,51.48,-0.19,51.472,-0.142
2000,51.524,-0.096,51.546,-0.041
2001,51.524,-0.096,51.546,-0.041
2002,51.521,-0.077,51.509,-0.145
2003,51.547,8.7,51.525,-0.083
2004,51.404,-0.001,51.543,-0.122
2005,51.582,-0.303,51.541,-0.132
2006,51.455,-0.473,51.61,-0.158
2007,51.519,0.2019,51.554,-0.066
2008,51.5,-0.07,51.585,-0.027
2009,51.463,-0.141,51.566,-0.05
2010,51.51,-0.304,51.507,-0.073
2011,51.579,-0.114,51.561,-0.205
2012,51.966,-0.421,51.509,-0.145
2013,51.966,-0.421,51.509,-0.145
2014,51.966,-0.421,51.509,-0.145
2015,51.966,-0.421,51.509,-0.145
2016,51.462,-0.008,18.038,-63.04
2017,51.462,-0.008,51.561,-0.205
2018,51.462,-0.008,52.966,-2.817
2019,51.524,-0.08,51.538,-0.084
2020,51.535,-0.062,52.966,-2.817
2021,51.507,-0.127,51.525,-0.135
2022,51.507,-0.127,51.525,-0.135
2023,51.515,-0.065,51.57,-0.109
2024,51.515,-0.065,51.57,-0.109
2025,51.481,-0.082,51.549,-0.061
2026,51.802,-1.074,51.478,-0.096
2027,36.169,-115.1,51.535,-0.073
2028,51.535,-0.19,51.509,-0.145
2029,51.412,-0.426,51.553,0.056
2030,51.479,-0.059,51.523,-0.045
2031,51.237,-0.187,51.532,-0.096
2032,51.576,-0.072,51.596,-0.067
2033,51.237,-0.187,51.424,-0.058
2034,51.237,-0.187,51.424,-0.058
2035,51.517,-0.076,51.596,-0.067
2036,50.791,-1.096,51.464,-0.116
2037,51.477,-0.081,51.509,-0.145
2038,51.531,-0.111,51.488,-0.327
2039,51.394,-0.089,51.504,-0.086
2040,51.576,0.1235,51.532,-0.096
